,rpm_variation,harsh_braking_count,idling_time,fuel_consumption,acceleration_smoothness,eco_score
18387,1709,1,12,7,0,67
18388,1237,1,10,5,0,70
18389,1915,1,6,8,0,51
18390,1910,1,13,10,0,44
18391,2622,2,12,5,0,49
18392,676,5,11,7,0,45
18393,1746,1,10,6,0,67
18394,1267,2,5,6,0,73
18395,2408,3,17,9,0,22
18396,2327,2,7,7,0,47
18397,2155,1,4,6,0,72
18398,1307,3,18,9,0,38
18399,2419,1,0,9,0,56
18400,728,4,14,8,0,42
18401,585,4,16,7,0,62
18402,906,3,8,7,0,56
18403,1776,3,10,8,0,37
18404,2272,3,10,8,0,60
18405,500,2,10,8,0,60
18406,2725,2,10,8,0,47
18407,1891,2,7,6,0,53
18408,702,3,7,9,0,67
18409,1870,3,18,6,0,54
18410,2564,2,14,9,0,35
18411,2219,4,10,9,1,41
18412,2569,2,4,8,0,43
18413,843,1,19,6,0,68
18414,1510,2,17,9,0,47
18415,1152,2,8,8,0,56
18416,3002,5,23,9,0,10
18417,2247,2,4,8,0,45
18418,3792,2,4,9,0,34
18419,1472,1,17,5,0,67
18420,1292,4,11,9,0,32
18421,1700,1,11,7,0,54
18422,2764,5,11,9,0,14
18423,1543,3,13,9,0,40
18424,1887,3,10,8,0,39
18425,1867,1,13,7,0,60
18426,1827,5,15,8,0,22
18427,1343,2,9,6,0,76
18428,1703,5,16,9,1,41
18429,1673,3,18,9,0,41
18430,1794,2,15,7,0,72
18431,2460,4,20,9,0,24
18432,3032,3,12,7,0,26
18433,1211,4,21,9,0,36
18434,1525,5,11,8,0,42
18435,1222,2,23,9,0,49
18436,1930,6,13,9,0,25
18437,1423,4,12,10,0,39
18438,1967,3,18,8,0,45
18439,2572,2,9,8,0,47
18440,500,3,6,8,0,55
18441,2144,2,13,8,0,46
18442,1477,4,15,8,0,40
18443,2122,2,12,8,0,42
18444,1172,2,18,7,0,47
18445,2637,4,5,9,0,35
18446,2439,2,14,9,0,33
18447,2197,0,8,6,1,74
18448,2355,3,6,8,0,46
18449,1278,2,21,6,0,54
18450,1366,3,10,8,0,51
18451,2326,0,3,4,0,77
18452,1262,1,11,4,0,80
18453,2811,2,9,8,0,43
18454,1573,6,3,8,0,41
18455,2151,2,9,10,0,28
18456,3269,1,21,9,0,27
18457,1305,0,6,7,0,69
18458,1848,0,4,6,0,67
18459,2537,3,16,7,0,39
18460,2465,0,10,5,0,63
18461,1570,3,10,8,0,39
18462,1438,4,3,9,0,34
18463,1636,2,1,7,0,59
18464,2813,6,11,9,0,0
18465,1604,3,15,9,0,34
18466,1854,3,13,7,0,47
18467,1501,1,6,5,0,78
18468,2293,3,20,11,0,28
18469,1908,0,0,7,0,66
18470,1097,4,12,8,0,50
18471,1121,2,6,8,0,64
18472,500,3,10,7,0,63
18473,1218,2,0,7,0,67
18474,2355,1,3,8,0,58
18475,2726,2,13,6,0,52
18476,2279,4,19,10,0,19
18477,2188,2,9,10,0,29
18478,1711,3,7,6,0,45
18479,2342,5,11,8,0,22
18480,2000,4,8,9,0,33
18481,3063,3,11,7,0,41
18482,1731,2,9,8,0,46
18483,2740,4,11,9,0,23
18484,2411,2,11,8,0,59
18485,2314,4,16,6,0,40
18486,500,0,7,5,0,86
18487,2450,3,9,8,0,50
18488,1710,2,9,7,0,53
18489,1489,4,21,7,0,40
18490,761,2,7,7,0,58
18491,1796,2,6,7,0,56
18492,1823,0,0,7,0,56
18493,887,2,8,7,0,70
18494,768,1,7,9,0,66
18495,2140,3,16,7,0,41
18496,2410,5,23,11,0,4
18497,1933,5,13,8,0,39
18498,2605,1,0,5,0,59
18499,1739,5,10,10,0,13
18500,1761,1,13,8,0,56
18501,1158,2,8,6,0,57
18502,707,3,15,9,0,41
18503,3098,5,12,9,0,12
18504,2591,4,16,10,0,7
18505,825,3,20,8,0,43
18506,1909,2,10,10,0,35
18507,1729,3,10,7,0,49
18508,1608,5,13,10,0,33
18509,1513,1,6,7,0,65
18510,2066,1,7,7,0,55
18511,2372,6,13,10,0,10
18512,2081,2,7,7,0,55
18513,1715,1,14,7,0,57
18514,1689,3,14,8,0,55
18515,2455,4,12,10,0,33
18516,2124,5,14,10,0,0
18517,1850,5,7,9,0,35
18518,1774,3,14,8,0,34
18519,2041,5,11,10,0,19
18520,1472,0,1,6,0,76
18521,2375,5,20,9,0,29
18522,1046,1,7,6,0,77
18523,1511,3,6,6,0,70
18524,2227,4,4,8,0,39
18525,1006,6,19,8,0,39
18526,698,1,8,7,0,70
18527,1844,2,18,9,0,32
18528,612,3,13,7,0,58
18529,890,4,11,8,0,44
18530,2329,5,12,10,0,20
18531,1656,1,10,7,0,43
18532,2699,4,21,9,0,19
18533,956,2,5,7,0,54
18534,1734,5,15,8,0,35
18535,2079,2,11,7,0,44
18536,980,1,6,7,0,86
18537,2522,4,11,8,0,21
18538,2157,3,12,9,0,42
18539,673,2,11,8,0,45
18540,1773,1,13,7,0,51
18541,2070,5,5,8,0,18
18542,1386,4,16,7,0,39
18543,764,0,11,8,0,82
18544,1994,2,9,8,0,44
18545,3347,2,4,7,0,30
18546,1529,2,10,8,0,33
18547,2898,3,10,7,0,42
18548,1273,4,11,6,0,44
18549,1950,6,6,8,0,26
18550,2340,0,8,9,0,53
18551,1794,9,10,9,0,10
18552,1591,1,14,6,0,75
18553,2308,3,3,10,0,25
18554,3124,4,13,9,0,16
18555,2010,2,11,10,0,34
18556,1438,5,9,8,0,39
18557,1667,1,7,7,1,67
18558,3563,4,9,10,0,7
18559,1894,4,13,8,0,30
18560,1383,4,8,9,0,42
18561,998,0,19,7,0,62
18562,521,3,6,5,0,70
18563,2054,2,8,9,0,59
18564,2258,5,12,9,0,8
18565,1522,1,3,7,0,64
18566,1789,3,8,9,0,35
18567,980,3,9,8,0,53
18568,1893,4,6,8,0,32
18569,2137,4,21,9,0,16
18570,1425,1,8,5,0,93
18571,2983,1,11,7,0,41
18572,1214,3,19,8,0,40
18573,1998,0,7,6,0,61
18574,2393,1,7,5,0,69
18575,1745,0,7,5,0,76
18576,1668,2,26,9,0,40
18577,799,1,13,5,0,75
18578,2750,4,15,9,0,26
18579,1681,3,19,5,0,52
18580,2176,1,10,8,0,53
18581,2270,5,15,7,0,39
18582,1360,2,14,8,0,33
18583,1661,3,14,9,0,40
18584,2734,1,6,8,0,38
18585,1017,1,6,6,0,68
18586,3289,4,8,9,0,27
18587,1278,2,9,4,0,76
18588,974,1,21,5,0,66
18589,1892,0,11,5,0,74
18590,3345,4,16,8,0,16
18591,500,4,16,7,0,57
18592,1701,0,1,6,0,64
18593,2133,2,13,8,0,53
18594,1823,2,8,7,0,51
18595,2067,4,10,10,0,18
18596,1297,2,7,8,0,60
18597,1380,0,14,6,0,69
18598,1696,2,11,5,0,61
18599,1009,2,9,7,0,64
18600,1768,4,9,10,0,36
18601,1527,2,2,7,0,68
18602,1470,4,11,7,0,45
18603,2024,2,3,9,0,44
18604,525,1,15,7,0,78
18605,1639,2,24,9,0,36
18606,3422,3,17,6,0,34
18607,1039,1,9,8,0,52
18608,2699,0,9,7,0,46
18609,1838,3,13,8,0,36
18610,1377,3,7,7,0,63
18611,875,2,15,7,0,56
18612,1897,2,9,6,0,70
18613,2817,0,6,7,0,47
18614,1527,5,12,6,0,41
18615,1743,2,13,10,0,31
18616,2507,5,19,8,0,16
18617,2038,6,26,11,0,6
18618,699,3,9,8,0,51
18619,1869,4,12,8,0,45
18620,2858,2,8,8,0,34
18621,1774,1,2,6,0,72
18622,500,3,9,7,0,64
18623,2071,4,17,9,0,29
18624,1661,4,14,10,0,26
18625,519,1,20,4,0,83
18626,624,3,7,9,0,58
18627,2482,6,13,8,0,8
18628,1287,1,9,8,0,66
18629,1164,3,13,7,0,47
18630,1775,7,14,12,0,0
18631,1349,5,12,10,0,23
18632,1870,4,20,8,0,32
18633,1658,4,18,10,0,35
18634,960,3,14,8,0,53
18635,1442,4,17,7,0,47
18636,2109,2,13,9,0,43
18637,1829,2,7,7,0,58
18638,1742,3,15,10,0,38
18639,3156,1,16,7,0,54
18640,2311,2,10,8,0,46
18641,2396,5,14,9,0,32
18642,1683,3,19,8,0,38
18643,1954,6,22,10,0,20
18644,1498,5,16,11,0,10
18645,2344,8,17,11,0,3
18646,1722,1,10,9,0,48
18647,1955,1,12,8,0,48
18648,1912,3,9,7,0,45
18649,1787,4,18,8,0,33
18650,3856,3,11,9,0,24
18651,1333,1,12,7,0,69
18652,1327,1,9,8,0,63
18653,2285,8,27,11,0,0
18654,1383,1,6,5,0,74
18655,1596,2,15,8,0,43
18656,1039,4,14,8,0,52
18657,2144,2,15,6,0,40
18658,2152,1,11,7,0,49
18659,1579,3,16,10,0,38
18660,2300,4,12,11,0,14
18661,500,1,14,5,0,71
18662,1305,2,9,7,0,62
18663,1681,2,10,8,0,59
18664,979,2,8,6,0,54
18665,575,4,14,7,0,59
18666,1584,2,5,7,1,75
18667,2285,8,28,12,0,0
18668,2697,2,10,7,0,45
18669,1416,2,11,6,0,60
18670,2313,3,16,9,0,41
18671,2245,4,16,9,0,31
18672,2653,4,9,7,0,49
18673,1554,2,16,7,0,53
18674,541,1,13,6,0,58
18675,1849,3,0,10,0,49
18676,1090,2,13,8,0,43
18677,1293,2,0,7,0,65
18678,1589,1,4,7,0,62
18679,1562,2,10,6,0,68
18680,1899,6,20,11,0,0
18681,2292,2,15,8,0,49
18682,1542,2,5,6,0,60
18683,2076,1,6,6,0,75
18684,1810,2,5,10,0,24
18685,2454,1,11,7,0,57
18686,1667,2,10,6,0,58
18687,1744,0,15,6,0,59
18688,1537,2,9,7,0,56
18689,1686,0,6,6,0,74
18690,1251,5,15,8,0,33
18691,1182,7,19,9,0,11
18692,2343,1,11,6,1,67
18693,1041,3,14,6,0,64
18694,1576,2,8,8,0,42
18695,2510,6,16,10,0,8
18696,1553,3,0,5,0,78
18697,2380,1,12,6,0,60
18698,1386,3,1,6,0,59
18699,1064,1,11,7,0,60
18700,683,1,7,8,0,67
18701,2718,6,17,9,0,15
18702,1004,0,12,7,1,75
18703,2323,5,16,8,0,33
18704,1100,4,19,7,0,49
18705,2722,5,16,9,0,31
18706,3344,1,3,8,0,51
18707,619,3,26,8,0,53
18708,1040,0,2,6,0,73
18709,2341,3,16,8,0,25
18710,2159,2,8,7,0,44
18711,2343,3,15,10,0,24
18712,1398,3,12,9,0,50
18713,3191,3,10,9,0,29
18714,1882,3,10,8,0,41
18715,948,4,16,8,0,46
18716,1622,4,11,8,0,44
18717,957,3,3,8,0,61
18718,2913,5,15,9,0,22
18719,1337,1,14,8,0,67
18720,2144,3,14,10,0,35
18721,1470,3,11,8,0,47
18722,1369,1,1,7,0,60
18723,500,0,7,5,0,86
18724,2218,3,10,8,0,42
18725,2709,6,5,8,0,30
18726,1158,3,3,8,0,62
18727,718,2,1,7,0,74
18728,2362,4,15,10,0,18
18729,647,4,12,6,0,67
18730,2653,1,10,6,0,53
18731,1166,4,20,7,0,48
18732,1027,1,7,7,0,64
18733,1973,3,6,7,0,55
18734,1073,3,15,8,0,48
18735,1305,4,11,7,0,39
18736,2047,2,14,7,0,51
18737,500,0,10,6,0,82
18738,2949,5,9,10,0,14
18739,1830,5,11,10,0,22
18740,894,1,4,6,0,61
18741,1087,1,9,6,0,67
18742,2494,1,16,9,0,50
18743,2220,3,13,9,0,34
18744,2770,3,15,8,0,38
18745,1322,2,19,8,0,49
18746,2007,5,17,9,0,27
18747,2098,5,8,10,0,30
18748,2286,4,7,7,0,40
18749,2589,1,5,6,0,64
18750,1297,2,6,4,0,70
18751,1720,1,2,6,0,71
18752,1372,5,13,8,0,32
18753,1763,1,5,5,0,74
18754,2288,2,16,6,0,36
18755,642,3,19,9,0,44
18756,2576,0,7,5,0,58
18757,1002,1,6,6,0,77
18758,1584,7,11,9,0,25
18759,2670,3,11,10,0,30
18760,2029,1,16,7,0,48
18761,2037,4,16,10,0,23
18762,973,4,18,9,0,43
18763,1069,4,15,7,0,45
18764,2458,1,9,7,0,52
18765,1387,5,19,10,0,31
18766,1453,2,3,5,0,62
18767,2474,5,7,8,0,36
18768,1065,1,8,6,0,65
18769,1988,1,8,7,0,67
18770,1830,0,10,6,1,92
18771,1798,6,9,8,0,6
18772,1437,0,10,6,0,81
18773,1394,2,6,7,0,61
18774,1045,5,12,7,0,46
18775,2137,4,23,8,0,38
18776,1332,2,10,7,0,47
18777,2478,2,10,10,0,41
18778,1642,0,9,6,1,82
18779,1059,0,6,4,0,88
18780,1633,2,18,7,0,60
18781,1512,3,10,6,0,51
18782,2506,1,11,7,0,49
18783,1541,5,4,8,0,41
18784,1606,5,12,8,0,42
18785,2788,2,16,6,0,50
18786,2155,4,4,6,0,41
18787,2963,3,5,8,0,28
18788,2681,2,16,8,0,41
18789,1178,4,14,6,1,77
18790,2492,3,12,8,0,40
18791,2867,2,11,10,0,25
18792,2872,4,8,8,0,34
18793,2491,3,1,8,0,46
18794,2477,3,7,8,0,22
18795,1588,3,1,8,0,44
18796,1213,2,10,8,0,55
18797,1553,3,12,9,0,25
18798,634,2,11,6,0,79
18799,2739,1,0,6,0,65
18800,1601,2,16,5,0,76
18801,2703,4,12,7,0,34
18802,937,2,7,9,0,45
18803,2557,1,4,8,0,37
18804,1453,4,18,8,0,41
18805,900,3,14,7,0,51
18806,2938,2,5,10,0,21
18807,2575,3,16,9,0,26
18808,1948,2,0,7,0,60
18809,1823,3,12,9,0,36
18810,2107,3,23,8,0,25
18811,1936,2,6,7,0,58
18812,1245,4,2,8,0,50
18813,1511,5,22,9,0,25
18814,3172,3,17,8,0,27
18815,3670,3,11,10,0,19
18816,2893,2,14,8,0,28
18817,2134,2,5,8,0,54
18818,1563,2,18,7,0,60
18819,1241,3,13,9,0,30
18820,1287,4,14,10,0,48
18821,1412,3,9,6,0,44
18822,3305,1,15,10,0,19
18823,3064,5,17,10,0,5
18824,2322,5,20,8,0,36
18825,1127,0,7,4,0,82
18826,2425,3,8,7,0,44
18827,1632,4,15,8,0,39
18828,500,4,16,6,0,63
18829,2000,3,18,7,0,56
18830,1210,4,13,10,0,29
18831,1234,3,13,9,0,44
18832,1624,4,11,7,0,40
18833,1451,4,13,7,0,61
18834,1776,7,21,11,0,2
18835,1742,5,6,10,0,29
18836,500,0,4,4,0,100
18837,2864,6,6,9,0,28
18838,1111,3,11,7,0,57
18839,1133,4,14,8,0,42
18840,1570,1,0,6,0,73
18841,1724,4,6,7,0,32
18842,2821,2,11,7,0,45
18843,1988,4,2,6,0,43
18844,2196,4,14,9,0,28
18845,1992,6,18,9,0,10
18846,1962,5,15,9,0,19
18847,2016,1,5,5,0,66
18848,500,5,20,8,0,32
18849,1625,4,15,9,0,32
18850,2613,5,13,11,0,10
18851,4559,4,9,7,0,14
18852,956,0,13,5,0,90
18853,2096,2,15,7,0,37
18854,1400,3,15,7,0,59
18855,3233,3,5,8,0,29
18856,852,3,10,7,0,53
18857,2237,2,8,7,0,50
18858,814,1,8,7,0,61
18859,1577,4,16,8,0,44
18860,1775,2,21,8,0,43
18861,2548,6,10,10,0,14
18862,1045,3,2,9,0,38
18863,2264,3,12,8,0,38
18864,1813,2,15,8,0,46
18865,1990,0,10,7,0,58
18866,2470,1,6,7,0,56
18867,902,4,3,6,0,57
18868,2367,4,22,8,0,31
18869,1401,1,0,6,0,83
18870,2567,4,24,10,0,16
18871,2034,5,15,8,0,25
18872,1653,5,3,9,0,45
18873,1386,2,6,7,0,61
18874,2376,4,19,9,0,12
18875,2682,1,1,7,0,52
18876,1427,1,0,6,0,78
18877,1006,3,3,4,0,74
18878,2285,4,17,9,0,18
18879,786,3,9,8,0,47
18880,886,3,13,7,0,60
18881,1056,1,3,7,0,67
18882,1509,1,17,6,0,64
18883,864,0,4,5,0,76
18884,500,0,7,6,0,80
18885,1005,2,10,9,0,67
18886,2249,2,15,9,0,28
18887,909,2,15,5,0,63
18888,1561,4,13,8,0,38
18889,3162,5,22,8,0,17
18890,1765,0,13,8,0,68
18891,2039,3,8,9,0,43
18892,1137,5,9,10,0,21
18893,3314,2,7,8,0,35
18894,1421,0,3,7,0,71
18895,1640,4,8,6,0,60
18896,2721,4,12,9,0,37
18897,1672,4,8,7,0,59
18898,1833,2,3,5,0,61
18899,1602,1,7,6,0,65
18900,1607,3,15,9,0,32
18901,2059,4,16,10,0,30
18902,2187,6,27,10,0,7
18903,1349,2,5,6,0,60
18904,1263,1,0,7,0,68
18905,1373,3,14,8,0,42
18906,819,2,8,8,0,48
18907,686,1,11,8,0,65
18908,2008,5,15,11,0,18
18909,2457,1,17,7,0,55
18910,2409,0,2,6,0,72
18911,500,1,10,4,0,72
18912,1628,2,8,9,0,58
18913,1028,1,0,6,0,76
18914,1900,4,17,10,0,23
18915,1507,2,18,10,0,38
18916,2214,3,13,10,0,18
18917,1786,6,20,8,0,15
18918,500,4,6,9,0,45
18919,1123,2,11,6,0,71
18920,1804,9,19,9,0,16
18921,1863,1,10,5,0,76
18922,816,3,5,7,0,57
18923,724,3,19,8,0,53
18924,1839,2,18,7,0,47
18925,817,3,11,7,0,59
18926,631,1,11,6,0,63
18927,1488,2,9,6,0,63
18928,1458,1,1,7,0,57
18929,1185,3,5,8,0,56
18930,1307,3,23,6,1,67
18931,1809,3,6,9,0,33
18932,1295,1,3,6,1,85
18933,1849,4,11,9,0,36
18934,1533,3,20,8,0,45
18935,1917,3,5,6,0,65
18936,2414,5,26,11,0,3
18937,2387,3,18,7,0,21
18938,2701,4,6,8,0,23
18939,2386,5,20,8,0,26
18940,1966,2,5,5,0,69
18941,1496,3,7,8,0,50
18942,1528,2,12,7,0,43
18943,1185,3,16,8,0,41
18944,1803,4,12,7,0,35
18945,2288,4,12,8,0,35
18946,1292,3,8,8,0,40
18947,1773,3,12,7,0,52
18948,1325,6,15,8,0,24
18949,1946,7,17,9,0,13
18950,1415,5,18,9,0,24
18951,1282,2,6,8,0,62
18952,1324,1,12,5,0,68
18953,2152,2,11,8,0,39
18954,1732,3,13,9,0,43
18955,1500,2,19,9,1,56
18956,1982,2,9,6,0,58
18957,1509,6,13,10,0,18
18958,2588,2,7,6,0,55
18959,1118,2,7,6,0,70
18960,1669,8,19,12,0,0
18961,816,3,0,8,0,70
18962,1557,4,4,9,0,47
18963,624,1,6,7,0,64
18964,2322,6,9,9,0,13
18965,2336,2,15,7,0,47
18966,2348,2,16,8,0,43
18967,1820,3,11,10,0,44
18968,1184,3,12,8,0,51
18969,1239,2,10,7,0,56
18970,2871,4,4,7,0,35
18971,2804,2,4,7,0,35
18972,1885,4,3,7,0,53
18973,1439,2,6,7,0,56
18974,2758,3,17,8,0,18
18975,1313,2,14,9,0,63
18976,1960,3,8,8,0,45
18977,2746,4,10,8,0,23
18978,1214,0,2,5,0,93
18979,2380,1,12,9,0,34
18980,2164,6,23,11,0,3
18981,1772,6,24,12,0,11
18982,1104,3,17,6,0,62
18983,1292,2,4,9,0,70
18984,2002,2,9,7,0,39
18985,803,1,9,6,0,72
18986,1891,6,7,8,0,25
18987,2178,4,17,9,0,22
18988,2489,4,8,9,0,29
18989,821,1,21,8,0,54
18990,2721,3,7,5,0,47
18991,2986,4,15,8,0,25
18992,2087,3,3,9,0,31
18993,1073,2,4,6,0,70
18994,1570,1,2,6,0,69
18995,1766,0,14,7,0,64
18996,1989,4,11,8,0,34
18997,1815,2,7,7,0,60
18998,1996,6,24,9,0,20
18999,1736,3,3,8,0,54
19000,1985,7,24,11,0,0
19001,1477,1,8,7,0,60
19002,1563,0,14,5,0,82
19003,1396,4,7,9,0,23
19004,3142,5,18,8,0,9
19005,2824,4,14,7,0,30
19006,2188,3,1,5,0,50
19007,2727,2,0,8,0,55
19008,2358,2,18,6,0,46
19009,1926,3,0,5,0,72
19010,746,0,9,7,1,88
19011,1616,4,7,8,0,49
19012,1565,1,3,9,0,51
19013,1006,0,15,8,0,72
19014,759,3,10,6,0,58
19015,2144,7,12,10,0,0
19016,2027,3,11,10,0,36
19017,982,2,21,6,0,61
19018,1277,4,13,8,0,25
19019,2612,2,7,8,0,34
19020,1185,4,14,9,0,46
19021,1919,0,1,5,0,86
19022,1667,2,13,7,0,44
19023,2154,1,14,8,0,43
19024,1200,3,9,7,0,60
19025,1863,3,11,8,0,35
19026,1918,2,11,7,1,70
19027,1961,2,10,7,0,45
19028,1855,0,12,7,0,63
19029,2041,0,12,8,0,43
19030,3334,6,13,9,0,0
19031,3592,5,10,10,0,6
19032,1352,3,6,8,0,45
19033,500,1,5,7,0,76
19034,2216,3,5,7,0,44
19035,1930,3,17,7,0,43
19036,2542,2,12,8,0,38
19037,1999,4,8,7,0,49
19038,1841,3,12,8,0,47
19039,2590,1,8,7,0,50
19040,2688,4,16,10,0,21
19041,829,2,14,6,0,71
19042,1228,2,16,9,0,37
19043,1726,5,8,9,1,47
19044,1868,1,2,8,0,58
19045,1641,3,16,7,0,47
19046,2103,1,5,7,0,63
19047,2497,2,8,5,0,66
19048,3005,2,10,8,0,46
19049,2205,2,12,9,0,44
19050,1203,2,6,4,0,84
19051,1696,4,19,8,0,47
19052,1747,3,14,6,0,62
19053,2160,3,19,8,0,35
19054,2071,2,14,7,0,39
19055,3235,7,20,9,0,0
19056,1476,3,18,7,0,59
19057,2069,3,16,6,0,44
19058,3448,1,17,7,0,33
19059,1390,0,0,7,0,61
19060,1901,2,7,8,0,33
19061,1138,6,9,8,0,39
19062,1857,1,0,5,0,71
19063,1253,2,13,9,0,45
19064,2532,2,20,8,0,28
19065,1903,3,9,9,0,32
19066,1145,1,9,7,0,63
19067,2388,3,13,6,0,53
19068,1925,3,8,9,0,36
19069,2466,2,11,9,0,29
19070,996,3,20,9,0,52
19071,2058,2,7,8,0,41
19072,2341,2,7,6,0,58
19073,1503,1,6,6,0,61
19074,918,3,9,8,0,55
19075,1770,3,12,8,0,46
19076,2659,2,5,8,0,36
19077,2588,7,16,12,0,0
19078,1500,2,8,7,0,62
19079,901,2,12,6,1,76
19080,1498,3,14,8,0,43
19081,1472,4,13,11,0,29
19082,2112,6,18,8,0,7
19083,1726,3,6,9,0,41
19084,1272,2,10,6,0,73
19085,2572,3,12,8,0,36
19086,1898,2,9,8,0,45
19087,2104,1,6,7,0,53
19088,592,3,10,8,0,55
19089,500,4,16,10,0,36
19090,793,1,5,6,0,89
19091,1463,1,9,6,0,65
19092,2203,1,13,8,0,51
19093,500,0,11,6,0,75
19094,2914,2,5,7,0,36
19095,1919,1,10,7,0,60
19096,2752,1,9,6,0,52
19097,1179,0,9,6,0,81
19098,2152,4,16,9,0,37
19099,1859,2,7,7,0,60
19100,2372,3,16,9,0,31
19101,1636,3,9,6,0,49
19102,2131,4,14,7,0,57
19103,2571,0,7,8,0,51
19104,1344,2,17,6,0,61
19105,1969,3,12,8,0,27
19106,500,3,15,10,0,42
19107,2291,1,5,7,0,52
19108,3168,2,9,8,0,42
19109,928,1,11,7,0,61
19110,1736,0,0,8,0,67
19111,2416,3,9,8,0,52
19112,1821,3,8,8,0,46
19113,1915,5,7,8,0,35
19114,1526,7,6,7,0,25
19115,1500,1,10,7,0,63
19116,1739,4,9,8,0,49
19117,1829,3,1,9,0,52
19118,972,1,12,8,0,65
19119,1753,4,9,7,0,48
19120,2897,3,8,9,0,25
19121,1506,2,16,7,0,41
19122,933,3,6,9,0,61
19123,1694,0,9,6,0,67
19124,1299,2,13,7,0,66
19125,863,2,13,6,0,68
19126,1897,0,0,5,0,73
19127,1302,3,16,8,0,42
19128,1362,1,7,5,0,82
19129,1907,2,9,7,1,64
19130,726,2,14,5,0,63
19131,580,2,12,7,0,61
19132,2269,1,3,8,0,45
19133,500,1,16,7,0,60
19134,1116,1,9,6,0,66
19135,540,3,14,7,0,58
19136,1459,3,5,7,0,57
19137,2099,9,18,12,0,0
19138,1878,2,8,8,0,47
19139,3474,3,6,9,0,16
19140,2560,3,5,10,0,29
19141,1148,1,11,8,0,60
19142,962,8,17,11,0,0
19143,3694,5,16,10,0,18
19144,2543,4,9,7,0,39
19145,2212,2,7,8,0,41
19146,1852,1,9,10,0,50
19147,1991,5,17,9,0,11
19148,762,1,9,4,0,82
19149,1909,1,7,9,0,54
19150,1849,2,17,8,0,51
19151,1167,4,8,6,0,49
19152,1423,2,5,7,0,57
19153,2860,4,17,9,0,19
19154,1712,3,20,9,0,38
19155,3249,1,13,7,0,44
19156,581,1,6,6,0,68
19157,1434,2,14,7,0,54
19158,716,2,3,6,0,76
19159,953,5,7,9,0,40
19160,1220,2,14,6,0,73
19161,2020,5,12,9,0,28
19162,1986,2,14,6,0,57
19163,1324,1,11,6,0,72
19164,500,2,10,7,0,70
19165,2834,0,6,6,0,66
19166,1599,4,11,6,0,53
19167,1018,3,12,7,0,54
19168,1992,3,5,9,0,38
19169,1943,4,16,11,0,26
19170,1574,2,2,5,0,61
19171,1903,3,23,10,0,33
19172,991,3,17,5,0,47
19173,2331,3,7,10,0,32
19174,1102,0,15,8,0,67
19175,1376,3,7,8,0,62
19176,2254,2,16,7,0,57
19177,2642,2,12,6,0,64
19178,2910,5,21,8,0,28
19179,2539,4,6,6,0,45
19180,1573,1,14,6,0,58
19181,721,3,2,6,0,64
19182,2783,3,11,9,0,33
19183,2759,4,2,9,0,30
19184,1329,4,10,9,0,36
19185,2444,3,11,8,0,23
19186,1567,1,15,6,0,49
19187,2850,3,8,8,0,41
19188,1439,4,19,9,0,28
19189,3185,2,17,8,0,42
19190,2350,2,6,5,0,45
19191,3058,1,17,7,0,32
19192,1475,2,4,6,0,72
19193,2083,2,0,7,0,56
19194,1121,5,13,7,0,38
19195,2390,3,10,7,0,31
19196,2429,4,9,8,0,34
19197,3477,4,8,11,0,6
19198,2137,1,11,7,0,53
19199,2306,1,1,6,0,65
19200,1470,0,10,7,0,60
19201,2178,1,8,9,0,50
19202,1534,2,4,11,0,41
19203,1881,0,4,7,0,67
19204,1922,1,3,5,0,79
19205,1553,5,17,8,0,38
19206,1844,1,7,6,0,71
19207,1537,2,3,6,0,75
19208,1534,2,13,6,0,55
19209,2553,3,14,11,0,11
19210,1922,2,7,4,0,74
19211,2042,0,11,8,0,50
19212,779,2,9,5,0,76
19213,2096,4,16,11,0,17
19214,2171,1,2,8,1,83
19215,1521,2,14,7,0,55
19216,3259,1,12,7,0,41
19217,500,2,19,7,0,67
19218,2349,2,9,7,0,43
19219,2298,4,12,7,0,37
19220,2179,5,14,10,0,10
19221,1923,1,11,7,0,61
19222,2185,1,9,6,0,74
19223,2407,3,14,8,0,31
19224,1291,2,7,6,0,59
19225,2009,3,14,8,0,41
19226,1671,2,14,8,0,43
19227,1034,4,17,6,0,51
19228,2302,3,13,9,0,37
19229,1404,7,18,9,0,8
19230,751,3,10,6,0,68
19231,1422,4,11,9,0,25
19232,1240,3,18,8,0,40
19233,2519,4,8,7,0,39
19234,1907,1,4,6,0,60
19235,2767,5,16,9,0,21
19236,1333,0,0,6,0,78
19237,2411,5,15,9,0,19
19238,3787,3,9,9,0,19
19239,2049,2,6,6,0,54
19240,2403,2,17,6,0,60
19241,2285,4,13,9,0,33
19242,804,1,0,4,0,76
19243,2210,2,3,8,0,44
19244,2014,2,15,10,0,38
19245,1618,2,8,7,0,47
19246,1181,1,18,8,0,53
19247,2285,2,5,5,0,58
19248,1119,2,15,8,0,55
19249,3293,2,15,8,0,32
19250,1879,0,0,5,0,73
19251,943,1,6,6,0,73
19252,1440,0,14,9,0,58
19253,1605,1,15,8,0,48
19254,3488,3,11,11,0,9
19255,1180,3,11,6,0,61
19256,1718,5,8,8,0,23
19257,1423,0,14,8,1,69
19258,2149,4,15,8,0,37
19259,1434,2,3,7,0,58
19260,1002,6,14,11,0,22
19261,1663,1,14,9,0,48
19262,1590,3,10,9,0,50
19263,1385,1,12,8,0,65
19264,1422,2,8,8,0,61
19265,2629,2,10,9,0,40
